frame_id,agent_0_x,agent_0_y,agent_1_x,agent_1_y,agent_2_x,agent_2_y,agent_3_x,agent_3_y,agent_4_x,agent_4_y,agent_5_x,agent_5_y
27,11.134794339749188,4.005862158807009,7.041929050849967,8.58299834798341,11.134794339749188,4.005862158807009,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
28,11.251111454572966,4.215791501203616,7.280829050843939,8.605950254285066,11.251111454572966,4.215791501203616,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
29,11.242428591740314,3.9759486195226508,7.048458680520018,8.665983669942714,11.242428591740314,3.9759486195226508,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
30,11.348120577391454,3.9497508969785944,7.059348184275886,8.757213145901757,11.348120577391454,3.9497508969785944,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
31,11.45038372514289,4.166873554967041,7.299048238535867,8.769208311084553,11.45038372514289,4.166873554967041,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
32,11.452348075470312,3.926881594002114,7.07309630841798,8.850113967722402,11.452348075470312,3.926881594002114,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
33,11.54826660268039,4.146880767041126,7.313032519730929,8.855647004934266,11.54826660268039,4.146880767041126,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
34,11.555380850284612,3.9069862329620317,7.089055222467049,8.941868639750403,11.555380850284612,3.9069862329620317,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
35,11.6459157271655,4.12925507033732,7.329054445238603,8.941257845963346,11.6459157271655,4.12925507033732,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
36,11.657678671593,3.8895435079578724,7.1094402189811525,9.03805449686275,11.657678671593,3.8895435079578724,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
37,11.75867667747571,3.874671578707005,7.133784567757012,9.136657595040012,11.75867667747571,3.874671578707005,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
38,11.837241756729274,4.101447962666803,7.373414142686672,9.123328423309154,11.837241756729274,4.101447962666803,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
39,11.85798116475925,3.8623457314882415,7.162006526392169,9.236936608633435,11.85798116475925,3.8623457314882415,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
40,11.929830153991716,4.09133857580062,7.4012719094077175,9.218172907228258,11.929830153991716,4.09133857580062,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
41,11.95486576852731,3.8526479433811107,7.192959127018492,9.337360929668682,11.95486576852731,3.8526479433811107,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
42,12.020390950558232,4.083529840722186,7.43161980822368,9.312041386886962,12.020390950558232,4.083529840722186,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
43,12.049426374595813,3.8452926812550743,7.226693035590129,9.436961432748292,12.049426374595813,3.8452926812550743,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
44,12.1094584346159,4.077663401806835,7.464630956015127,9.405568025417656,12.1094584346159,4.077663401806835,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
45,12.142200930670054,3.8399073735927356,7.265072680553687,9.538896547103214,12.142200930670054,3.8399073735927356,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
46,12.234721702059481,3.8360841712341833,7.305601922534269,9.638567238506312,12.234721702059481,3.8360841712341833,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
47,12.283304677631042,4.07111543401557,7.5415027809354696,9.594399546631182,12.283304677631042,4.07111543401557,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
48,12.323231417684543,3.8344598711637743,7.351764261358466,9.741366529959842,12.323231417684543,3.8344598711637743,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
49,12.366402749871146,4.07054510169977,7.586468605026928,9.691228011202739,12.366402749871146,4.07054510169977,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
50,12.409805042793922,3.8345022221862255,7.397491949286878,9.839173351059413,12.409805042793922,3.8345022221862255,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
51,12.446529886944848,4.071675757434344,7.630827017379547,9.783006225459205,12.446529886944848,4.071675757434344,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
52,12.493052820251448,3.836228063292843,7.44769052064454,9.938122386975756,12.493052820251448,3.836228063292843,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
53,12.573930051051171,3.8392771911618673,7.501492745492781,10.037000434434113,12.524579150243742,4.074148408192595,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
54,12.602459418593897,4.0775754815200065,7.731361532849032,9.968005212865032,12.602459418593897,4.0775754815200065,11.347352916746289,8.000000029874924,11.587352916746287,8.000000056569684,12.760980845179766,8.000000031178475
55,12.65494874453851,3.8433856639320503,7.555118273928905,10.130911055870165,12.65494874453851,3.8433856639320503,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
56,12.677757064328146,4.08229941520722,7.7830478034049,10.055757016771448,12.677757064328146,4.08229941520722,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
57,12.733074638188025,3.8487614824805276,7.61057699958014,10.222651659669419,12.733074638188025,3.8487614824805276,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
58,12.74771186509456,4.088314715788881,7.836838141193197,10.142614819427214,12.74771186509456,4.088314715788881,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
59,12.805609731502217,3.85540306501666,7.667553898009574,10.312740787491316,12.805609731502217,3.85540306501666,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
60,12.876495233532241,3.8628606260348968,7.891522956454936,10.22649775380686,12.816220083391375,4.095168409536647,11.587352916746287,8.000000056569684,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
61,12.882686300600758,4.102780760014005,7.946757354388182,10.307377510613197,12.882686300600758,4.102780760014005,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
62,12.945337936530425,3.8711025941991477,7.7854033447828845,10.485042598867174,12.945337936530425,3.8711025941991477,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
63,12.946491820847477,4.111099820330999,8.00480464230255,10.387764283469101,12.946491820847477,4.111099820330999,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
64,13.011384594883792,3.880039378286343,7.848471767082493,10.569863245919274,13.011384594883792,3.880039378286343,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
65,13.006919635006197,4.119997841636339,8.065458030717256,10.46731100852864,13.006919635006197,4.119997841636339,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
66,13.073829720593984,3.889513481111303,7.913495183404368,10.653072395895768,13.073829720593984,3.889513481111303,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
67,13.064824553222083,4.129344477774795,8.12771185428126,10.544854015209207,13.064824553222083,4.129344477774795,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
68,13.13352770713677,3.8993882283659675,7.978036907888072,10.732463744227177,13.13352770713677,3.8993882283659675,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
69,13.116644091044927,4.138793624102286,8.189995608684992,10.619887062998417,13.116644091044927,4.138793624102286,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
70,13.187132129424928,3.909378200807906,8.043139027017679,10.809711045732401,13.187132129424928,3.909378200807906,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
71,13.170027031783338,4.148767874007632,8.251751714971334,10.691048724733902,13.170027031783338,4.148767874007632,11.587352916746287,8.000000056569684,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
72,13.21789936362208,4.158599253305992,8.316711121495754,10.762262868464271,13.21789936362208,4.158599253305992,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
73,13.29112105160195,3.9300416360420325,8.178413837297155,10.958410417985778,13.29112105160195,3.9300416360420325,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
74,13.262018453101412,4.168270598933861,8.381537463051364,10.83057930807718,13.262018453101412,4.168270598933861,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
75,13.336965578921799,3.9402729490967126,8.244247485357567,11.027433218439247,13.336965578921799,3.9402729490967126,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
76,13.304897971372185,4.178120943719421,8.444401260441161,10.895000343669476,13.304897971372185,4.178120943719421,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
77,13.381109556385972,3.950542837765253,8.311291422995978,11.094704552877287,13.381109556385972,3.950542837765253,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
78,13.345103106791962,4.187826498365038,8.508338185388425,10.957691511780263,13.345103106791962,4.187826498365038,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
79,13.381707984876574,4.197140941745755,8.57372520914913,11.01877746004761,13.381707984876574,4.197140941745755,11.347352916746289,8.000000029874924,11.587352916746287,8.000000056569684,12.760980845179766,8.000000031178475
80,13.46004510661855,3.9702857117924153,8.447220410710985,11.222729748517548,13.46004510661855,3.9702857117924153,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
81,13.415511182661984,4.206117706265241,8.637933175831416,11.077029229575029,13.415511182661984,4.206117706265241,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
82,13.494769046847168,3.979582519230637,8.512792273085344,11.2818212080798,13.494769046847168,3.979582519230637,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
83,13.44454336668045,4.21426822619165,8.70068430444139,11.132500799049758,13.44454336668045,4.21426822619165,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
84,13.524657664946547,3.9880344992335965,8.577985795100183,11.33876537624479,13.524657664946547,3.9880344992335965,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
85,13.474908883675297,4.2228217620099775,8.638449327607123,11.390144200373207,13.556268969577017,3.9970330633953997,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
86,13.503399149838087,4.231137275576157,8.819448990043481,11.232539878738537,13.503399149838087,4.231137275576157,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
87,13.585127492024167,4.005481612931687,8.706400719151748,11.444247432804021,13.585127492024167,4.005481612931687,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
88,13.527314933185089,4.238414453124903,8.883888448197935,11.282698350361477,13.527314933185089,4.238414453124903,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
89,13.609923776018183,4.013079637604138,8.767734053583647,11.492717769967827,13.609923776018183,4.013079637604138,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
90,13.546460926470175,4.244536905209299,8.942546424113543,11.328277400503032,13.546460926470175,4.244536905209299,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
91,13.62936687588443,4.01931123271231,8.828374073423786,11.539380868825972,13.62936687588443,4.01931123271231,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
92,13.56303440566228,4.249962491963647,9.000259960392617,11.37188387822334,13.56303440566228,4.249962491963647,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
93,13.57652640469029,4.254489927685537,9.059325021425241,11.414620013711117,13.57652640469029,4.254489927685537,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
94,13.659884870818976,4.029431343924169,8.950018519460786,11.628283507617526,13.659884870818976,4.029431343924169,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
95,13.58646410304728,4.257925087514261,9.115913976263379,11.454851395792009,13.58646410304728,4.257925087514261,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
96,13.669785467712014,4.032852765381115,9.010041117429212,11.670236951858985,13.669785467712014,4.032852765381115,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
97,13.593501223231732,4.26040652615881,9.172918561858278,11.49396744770056,13.593501223231732,4.26040652615881,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
98,13.67684816000213,4.03534367242459,9.069423440030178,11.710505573114508,13.67684816000213,4.03534367242459,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
99,13.598292564057049,4.262123341587663,9.229104740247843,11.531335591363112,13.598292564057049,4.262123341587663,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
100,13.681499348371425,4.03700863517322,9.283615617203251,11.566754673455197,13.600116987055417,4.262789305884047,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
101,13.683049488329754,4.037573408948724,9.184317268007943,11.785249153584758,13.683049488329754,4.037573408948724,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
102,13.599439831155031,4.26253879567994,9.338113971589568,11.601003193066147,13.599439831155031,4.26253879567994,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
103,13.682057131999564,4.0372070810875105,9.240489145246544,11.82025052664513,13.682057131999564,4.0372070810875105,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
104,13.596740634438056,4.261530720599349,9.391226829702843,11.63349359776496,13.596740634438056,4.261530720599349,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
105,13.67902012249078,4.036075434908856,9.295243647773164,11.853464570365107,13.67902012249078,4.036075434908856,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
106,13.592051267866674,4.259763651686967,9.443023607311408,11.66435855893534,13.592051267866674,4.259763651686967,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
107,13.673828367837936,4.034125654177039,9.348237285775834,11.88484790845081,13.673828367837936,4.034125654177039,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
108,13.585480181115566,4.257272686204958,9.49304593672436,11.69345706590481,13.585480181115566,4.257272686204958,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
109,13.666726839629492,4.031443147658023,9.401099697162728,11.915145786931555,13.666726839629492,4.031443147658023,11.587352916746287,8.000000056569684,11.587352916746287,8.000000056569684,12.520980845179768,8.000000060877035
110,13.574292921960197,4.252928973083277,9.543723186776418,11.72212107294287,13.574292921960197,4.252928973083277,11.347352916746289,8.000000029874924,11.347352916746289,8.000000029874924,12.760980845179766,8.000000031178475
